titre,sous_titre,description,cat,sous_cat,link,link_title,lieu,img,img_alt,date
Jean-Philippe RAMEAU,,"Grand musicien et théoricien, Jean-Philippe Rameau (1683-1764) ne se fait connaître comme compositeur qu’à l’âge 50 ans, notamment avec ses tragédies lyriques et ses opéras-ballets.",,,./0042719-biographie-jean-philippe-rameau.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Rameau-Jean-Philippe/Portrait-de-Jean-Philippe-Rameau©Philharmonie-de-Paris-JM-Angles_LQ.jpg,"Portrait de Jean-Philippe Rameau © Philharmonie de Paris, J.-M. Anglès",1683-1764
Maurice RAVEL,,"Maurice Ravel (1875-1937) est un brillant compositeur et orchestrateur dont les œuvres, colorées et féériques, reflètent son goût pour l’Espagne et la danse, à l’image de son célèbre Bolero.",,,./0041014-biographie-maurice-ravel.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/ravel-maurice/maurice-ravel-1910©BnF_LQ.jpg,Portrait du compositeur Maurice Ravel 1910 © BnF / image Compiègne,1875-1937
Jean-Féry REBEL,,"Jean-Féry Rebel (1666-1747) est l’un des premiers en France à composer pour le violon, dont il joue avec talent. Il consacre ses dernières compositions, parfois audacieuses, à la musique de danse.",,,./0060662-biographie-jean-fery-rebel.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Rebel-Jean-Fery/Jean-Moyreau-Portrait-de-Jean-Fery-Rebel-1718©Philharmonie-de-Paris-JM-Angles_LQ.jpg,"Jean Moyreau, Portrait de Jean-Féry Rebel, 1718 © Philharmonie de Paris, J.-M. Angles",1666-1747
Steve REICH,,"Héraut d’une musique sans frontière, Steve Reich (1936-) appartient à cette génération de compositeurs américains qui vont chambouler les catégories esthétiques dès les années 1960.",,,./0049709-steve-reich.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Reich-Steve/Steve-Reich-photo-Wonge-Bergmann_350.jpg,Steve Reich. Photo de Wonge Bergmann,1936-
Ottorino RESPIGHI,,"Élève de Rimski-Korsakov, Ottorino Respighi (1879-1936) compose des œuvres dans la tradition romantique, à l’image de son célèbre triptyque de poèmes symphoniques autour de la ville de Rome.",,,./0052295-biographie-ottorino-respighi.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Respighi-ottorino/Ottorino-Respighi-Ghitta-Lorell-Rome-1934©Gallica-BnF_LQ.jpg,Ottorino Respighi Ghitta Lorell Rome 1934 © Gallica BnF,1879-1936
Max RICHTER,,"Musicien et compositeur, Max Richter est considéré comme l’une des principales influences pour les compositeurs post-minimalistes et une figure incontournable de la musique néoclassique.",,,./1041897-biographie-max-richter.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Richter-Max/MaxRichter-photo-Charles-d-Herouville_350.jpg,Max Richter. Photo : Charles d’Hérouville,1966-
Wolfgang RIHM,,"Soucieux d’écrire une musique expressive qui s’adresse à l’auditeur, Wolfgang Rihm (1952-) compose des œuvres contrastées où coexistent éléments romantiques et utilisation très libre de l’harmonie.",,,./0050418-biographie-wolfgang-rihm.aspx,,,/ui/skins/MEDIA/images/picto-pages-decouverte-artiste.svg,Culture musicale © DR,1952-
Nikolaï RIMSKI-KORSAKOV,,"Grand orchestrateur, Nikolaï Rimski-Korsakov (1844-1908) aime retravailler les œuvres de ses confrères du groupe des Cinq, tout en composant sa propre musique : opéras, symphonies...",,,./0039252-biographie-nikolai-rimski-korsakov.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Rimski-Korsakov-nikolai/Rimski-Korsakoff-1937©Library-of-Congress_LQ.jpg,Rimski Korsakoff 1937 © Library of Congress,1844-1908
Gioacchino ROSSINI,,"Très prolifique, adepte du bel canto, Gioachino Rossini (1792-1868) compose de nombreux opéras : Le Barbier de Séville, Guillaume Tell... L’utilisation du crescendo caractérise son écriture.",,,./0043689-biographie-gioachino-rossini.aspx,,,https://drop.philharmoniedeparis.fr/CMDP/CMDP000005300/Portrait-de-Gioachino-Rossini-photographie-par-Gustave-Le-Gray©Bnf_LQ.jpg,Portrait du compositeur Gioacchino Rossini par Gustave Le Gray © Bnf,1792-1868
Albert ROUSSEL,,"Albert Roussel (1869-1937) s’inspire de son expérience de marin et de ses voyages pour composer des œuvres caractérisées par d’amples mélodies, des harmonies raffinées et des rythmes accentués.",,,./0044284-biographie-albert-roussel.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Roussel-Albert/Albert-Roussel-photographie-de-presse-Agence-Meurisse©Gallica-BnF_LQ.jpg,"Portrait du compositeur Albert Roussel - Photographie de presse, agence Meurisse © Gallica BnF",1869-1937
Camille SAINT-SAËNS,,"Menant de front une carrière de pianiste et de compositeur, Camille Saint-Saëns (1835-1921) est un ardent défenseur de la musique française et remet à l’honneur les grands compositeurs du passé.",,,./0051564-biographie-camille-saint-saens.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Saint-saens-Camille/Camille-Saint-Saens-1900-1910©BnF_LQ.jpg,Portrait du compositeur Camille Saint-Saëns 1900 - 1910 © Gallica Bnf,1835-1921
Franz SCHUBERT,,"Discret et timide, Franz Schubert (1797-1828) s’épanouit au piano dans l’intimité des cercles musicaux viennois, et s’illustre dans le genre du lied dont les textes poétiques reflètent sa solitude.",,,./0051606-biographie-franz-schubert.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Schubert-Franz/Franz-Schubert©Gallica-BnF_LQ.jpg,Portrait du compositeur Franz Schubert © Gallica - BnF,1797-1828
Robert SCHUMANN,,"Robert Schumann (1810-1856) est le compositeur romantique par excellence : esprit tourmenté, il aime trouver refuge dans l’intimité du lied et des pièces pour piano, où se dévoile toute sa sensibilité.",,,./0038265-robert-schumann.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Schumann-Robert/Portrait-de-Robert-Schumann-d-apres-Carl-Jager-©Osterreichische-Nationalbibliothek_350.jpg,Portrait de Robert Schumann d’après Carl Jäger © Österreichische Nationalbibliothek,1810-1856
Christian SINDING,,"Le style du compositeur norvégien Christian Sinding (1856-1941) se reconnaît à ses courtes phrases mélodiques, ses modulations brusques et une orchestration dans le sillage de la grandeur wagnérienne.",,,./0054080-biographie-de-christian-sinding.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Sinding-Christian/Christian-Sinding©Library-of-Congress_LQ.jpg,Christian Sinding © Library of Congress,1856-1941
Johann STRAUSS,,"Johann Strauss (1825-1899) mène la valse viennoise à des sommets en faisant de cette danse populaire un brillant divertissement au style raffiné, à l’image de sa célèbre valse Le Beau Danube bleu.",,,./0035841-biographie-johann-strauss.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Strauss-Johann/Johann-Strauss-Fritz-Luckhardt©Gallica-BnF_LQ.jpg,Portrait du compositeur Johann Strauss par Fritz Luckhardt © Gallica BnF,1825-1899
Richard STRAUSS,,"Grand compositeur de poèmes symphoniques, opéras et lieder, Richard Strauss (1864-1949) écrit d’abord dans un style moderne, riche et dense, avant de revenir à une écriture plus classique.",,,./0048854-biographie-richard-strauss.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Strauss-richard/Richard-Strauss©Library-of-congress_LQ.jpg,Portrait du compositeur Richard Strauss Richard Strauss © Library of congress,1864-1949
Igor STRAVINSKI,,"Célèbre pour ses ballets (L’Oiseau de feu, Le Sacre du printemps, Petrouchka), Igor Stravinski (1882-1971) s’inspire du folklore russe mais aussi de musiques d’époques et de styles différents.",,,./0038399-biographie-igor-stravinski.aspx,,,https://drop.philharmoniedeparis.fr/CMDP/CMDP000005200/stravinski-igor©D.R-wikimedia_LQ.jpg,Portrait du compositeur stravinski igor © D.R wikimedia,1882-1971
Germaine TAILLEFERRE,,"Germaine Tailleferre (1892-1983), membre du groupe des Six, aborde tous les genres musicaux en composant des œuvres pleines d’élégance et de légèreté, parfois teintées d’humour.",,,./0059988-biographie-germaine-tailleferre.aspx,,,https://drop.philharmoniedeparis.fr/Biographies/compositeurs/Tailleferre-Germaine/Germaine-Tailleferre-vers-1937©Ministere-de-la-Culture-Mediatheque-du-Patrimoine-Dist-RMN-Grand-Palais-Studio-Harcourt_LQ.jpg,Portrait du compositeur Piotr Ilitch Tchaïkovski par L. Denis © Gallica BnF,1892-1983
Piotr Ilitch TCHAÏKOVSKI,,"Souvent incompris par ses contemporains, Piotr Ilitch Tchaïkovski (1840-1893) mêle dans ses œuvres le folkore russe et les influences des compositeurs occidentaux rencontrés lors de ses voyages.",,,./0039281-biographie-piotr-ilitch-tchaikovski.aspx,,,https://drop.philharmoniedeparis.fr/Biographies/compositeurs/Tchaikovski-Piotr-Illitch/Tchaikovski-en-1888-tchaikovsky-research_350.jpg,Portrait du compositeur Piotr Ilitch Tchaïkovski par L. Denis © Gallica BnF,1840-1893
Georg Philipp TELEMANN,,"Compositeur prolifique multipliant les activités, Georg Philipp Telemann (1681-1767) s’attache à développer la musique auprès du public amateur, notamment grâce à l’édition de ses partitions.",,,./0043710-biographie-georg-philipp-telemann.aspx,,,https://drop.philharmoniedeparis.fr/Biographies/compositeurs/Telemann-Georg-Philipp/Georg-Philipp-Telemann©Herzog-August-Bibliothek_LQ.jpg,Georg Philipp Telemann © Herzog August Bibliothek,1681-1767
Ambroise THOMAS,,"Ambroise Thomas (1811-1896) se fait un nom grâce à ses œuvres lyriques (Raymond, Mignon...) qui lui valent la reconnaissance de ses pairs et sa nomination à la direction du Conservatoire de Paris.",,,./0059016-biographie-ambroise-thomas.aspx,,,https://drop.philharmoniedeparis.fr/Biographies/compositeurs/Thomas-Ambroise/Paul-Nadar-Portrait-d-Ambroise-Thomas©Philharmonie-de-Paris-JM-Angles_LQ.jpg,"Portrait du compositeur Ambroise Thomas, par Nadar © Philharmonie de Paris, J.-M. Anglès",1811-1896
Antonio VIVALDI,,"Compositeur prolifique, Antonio Vivaldi (1678-1741) fixe la forme du concerto de soliste à travers ses œuvres virtuoses, dont beaucoup destinées au violon comme les célèbres Quatre Saisons.",,,./0038400-biographie-antonio-vivaldi.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/vivaldi-antonio/Portrait-of-Antonio-Vivaldi-Bologne-1723©Civico-Museo-Bibliografico-Musicale-Bologna_LQ.jpg,"Portrait d’Antonio Vivaldi, Bologne, 1723 © Civico Museo Bibliografico Musicale Bologna",1678-1741
Richard WAGNER,,"Auteur de ses propres livrets, Richard Wagner (1813-1883) fait de ses opéras (la Tétralogie de l’Anneau, Parsifal...) des œuvres d’art totales, réalisant la parfaite cohésion entre poésie et musique.",,,./0049603-biographie-richard-wagner.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/wagner-richard/Richard-Wagner©BnF_LQ.jpg,Portrait du compositeur Richard Wagner © BnF,1813-1883
Carl Maria Von WEBER,,"Compositeur et chef d’orchestre, Carl Maria von Weber (1786-1826) est le père de l’opéra romantique allemand avec son opéra Der Freischütz. Il compose également beaucoup pour piano.",,,./0043677-biographie-carl-maria-von-weber.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Von-Weber-Carl-Maria/Caroline-Bardua-Carl-Maria-von-Weber-1821©Bellevue-Palace_LQ.jpg,"Portrait du compositeur Carl Maria von Weber, par Caroline Bardua, 1821 © Bellevue Palace",1786-1826
John WILLIAMS,,"Compositeur de musiques de film, John Williams (1932-) enchaîne les succès : Star Wars, Indiana Jones, E.T., Harry Potter... Il collabore notamment à de nombreux films du réalisateur Steven Spielberg.",,,./0037948-biographie-john-williams.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Williams-John/John-Williams-en-2007©TashTish-CC_LQ.jpg,Portrait du compositeur John Williams en 2007 © TashTish CC,1932-
Iannis XENAKIS,,"Compositeur et architecte, Iannis Xenakis met à profit ses connaissances scientifiques pour allier dans ses œuvres musique et mathématiques, et y intégrer la dimension spatiale.",,,./0745392-iannis-xenakis.aspx,,,https://drop.philharmoniedeparis.fr/biographies/compositeurs/Xenakis-Iannis/xenakis2.jpg,"Iannis Xenakis au festival de Chiras à Persepolis, 1971. Photo de Malie Létrange",1922-2001
